ID   M_g   Zmet   log(Teff)   log(g)   Age/Gyr   FUV   NUV   M_u   M_g   M_r   M_i   M_z   M_J   M_H   M_Ks   W1   W2   W3   W4
10x13   4.1011  -0.9099   3.8251   4.2424   9.0000  10.9833   6.4259   4.9256   4.1011   3.9174   3.8896   3.9227   3.1159   2.9041   2.8831   2.8772   2.8721   2.8572   2.8381
11x13   4.2197  -0.9099   3.8228   4.2742   9.0000  11.1897   6.5598   5.0378   4.2197   4.0281   3.9968   4.0272   3.2160   2.9990   2.9772   2.9712   2.9662   2.9512   2.9313
12x13   4.3369  -0.9099   3.8312   4.3847   6.0000  11.0570   6.5969   5.1501   4.3369   4.1671   4.1468   4.1873   3.3900   3.1889   3.1690   3.1650   3.1600   3.1461   3.1261
13x13   4.4547  -0.9099   3.8088   4.2791  11.0000  12.0000   6.9675   5.2730   4.4547   4.2199   4.1673   4.1831   3.3488   3.1041   3.0791   3.0710   3.0641   3.0490   3.0290
14x13   4.5734  -0.9099   3.8173   4.3825   8.0000  11.7609   6.9439   5.3709   4.5734   4.3624   4.3205   4.3450   3.5240   3.2940   3.2715   3.2645   3.2590   3.2435   3.2235
15x13   4.6933  -0.9099   3.8137   4.4075   8.0000  12.0158   7.0926   5.4852   4.6933   4.4712   4.4231   4.4434   3.6164   3.3785   3.3555   3.3481   3.3421   3.3261   3.3061
16x13   4.8158  -0.9099   3.8128   4.4647   6.0000  12.2376   7.2618   5.6094   4.8158   4.5880   4.5386   4.5592   3.7317   3.4919   3.4689   3.4614   3.4554   3.4404   3.4209
17x13   4.9400  -0.9099   3.8085   4.4863   6.0000  12.5284   7.4252   5.7292   4.9400   4.6987   4.6426   4.6579   3.8238   3.5748   3.5509   3.5425   3.5365   3.5205   3.5010
18x13   5.0667  -0.9099   3.8058   4.5127   6.0000  12.7059   7.5283   5.8413   5.0667   4.8192   4.7574   4.7688   3.9280   3.6721   3.6470   3.6388   3.6318   3.6168   3.5956
19x13   5.1970  -0.9099   3.8012   4.5344   6.0000  13.0302   7.7063   5.9697   5.1970   4.9349   4.8658   4.8716   4.0235   3.7587   3.7322   3.7220   3.7150   3.6997   3.6777
20x13   5.3312  -0.9099   3.7949   4.5433   7.0000  13.4708   7.9225   6.1103   5.3312   5.0498   4.9712   4.9696   4.1114   3.8343   3.8052   3.7932   3.7862   3.7702   3.7482
21x13   5.4703  -0.9099   3.7858   4.5391   9.0000  14.1718   8.2505   6.2806   5.4703   5.1573   5.0663   5.0563   4.1843   3.8929   3.8589   3.8436   3.8363   3.8200   3.7990
22x13   5.6162  -0.9099   3.7817   4.5663   9.0000  14.4501   8.3952   6.4177   5.6162   5.2929   5.1944   5.1779   4.2994   3.9995   3.9635   3.9458   3.9384   3.9214   3.8994
23x13   5.7708  -0.9099   3.7798   4.6286   5.0000  14.7332   8.5812   6.5736   5.7708   5.4392   5.3377   5.3196   4.4383   4.1352   4.0972   4.0788   4.0711   4.0551   4.0331
24x13   5.9366  -0.9099   3.7706   4.6294   7.0000  15.4571   8.8996   6.7689   5.9366   5.5745   5.4591   5.4303   4.5339   4.2161   4.1735   4.1500   4.1420   4.1250   4.1030
25x13   6.1173  -0.9099   3.7642   4.6656   5.0000  16.1029   9.2065   6.9799   6.1173   5.7314   5.6059   5.5703   4.6637   4.3362   4.2894   4.2616   4.2526   4.2356   4.2146
26x13   6.3180  -0.9099   3.7555   4.6910   4.0000  16.9308   9.5819   7.2254   6.3180   5.8996   5.7611   5.7149   4.7950   4.4545   4.4015   4.3685   4.3587   4.3413   4.3197
27x13   6.5473  -0.9099   3.7442   4.7043   5.0000  17.9760  10.0439   7.5185   6.5473   6.0868   5.9301   5.8716   4.9328   4.5749   4.5143   4.4744   4.4634   4.4442   4.4234
28x13   6.8171  -0.9099   3.7317   4.7258   5.0000  19.1858  10.5986   7.8791   6.8171   6.3063   6.1293   6.0568   5.0968   4.7187   4.6491   4.6014   4.5895   4.5676   4.5476
29x13   7.1546  -0.9099   3.7140   4.7312   8.0000  20.8463  11.4658   8.3978   7.1546   6.5667   6.3619   6.2688   5.2735   4.8593   4.7802   4.7254   4.7195   4.6887   4.6708
30x13   7.6180  -0.9099   3.6952   4.7702   8.0000  22.3042  12.4365   9.0447   7.6180   6.9477   6.7087   6.5912   5.5565   5.1037   5.0112   4.9459   4.9423   4.9011   4.8847
31x13   8.3727  -0.9099   3.6708   4.8579   6.0000  24.0146  13.7813  10.0170   8.3727   7.5859   7.2951   7.1405   6.0609   5.5714   5.4561   5.3668   5.3536   5.2953   5.2813
32x13  10.0454  -0.9099   3.6224   4.9814  13.0000  28.9410  16.9005  12.1207  10.0454   8.9701   8.5566   8.3199   7.1503   6.6070   6.4474   6.3224   6.2625   6.1736   6.1346
01x14   1.6561  -0.8075   3.7251   2.8247   6.0000  14.9787   5.8111   2.7935   1.6561   1.1537   0.9725   0.8907  -0.0982  -0.5202  -0.5752  -0.6052  -0.6122  -0.6436  -0.6656
02x14   3.1455  -0.8075   3.7439   3.4571  10.0000  14.6402   6.7282   4.1512   3.1455   2.7090   2.5579   2.4988   1.5486   1.1694   1.1213   1.0953   1.0863   1.0613   1.0383
03x14   3.4803  -0.8075   3.8298   4.0530   8.0000  10.2626   5.8580   4.3558   3.4803   3.3158   3.3000   3.3403   2.5426   2.3460   2.3250   2.3191   2.3131   2.3000   2.2811
04x14   3.7035  -0.8075   3.8322   4.1471   8.0000  10.4228   6.0472   4.5674   3.7035   3.5435   3.5295   3.5733   2.7793   2.5863   2.5662   2.5612   2.5552   2.5421   2.5241
05x14   3.8784  -0.8075   3.8368   4.2432   7.0000  10.4744   6.1733   4.7351   3.8784   3.7286   3.7210   3.7695   2.9828   2.7985   2.7787   2.7745   2.7695   2.7557   2.7377
06x14   4.0323  -0.8075   3.8177   4.1765  10.0000  11.2318   6.4788   4.8712   4.0323   3.8276   3.7902   3.8170   2.9977   2.7732   2.7502   2.7432   2.7372   2.7222   2.7030
07x14   4.1768  -0.8075   3.8109   4.1750  12.0000  11.5713   6.6378   4.9993   4.1768   3.9523   3.9028   3.9205   3.0885   2.8478   2.8230   2.8148   2.8080   2.7928   2.7718
08x14   4.3143  -0.8075   3.8169   4.2711  10.0000  11.5026   6.7080   5.1282   4.3143   4.1060   4.0638   4.0882   3.2671   3.0376   3.0143   3.0073   3.0013   2.9863   2.9660
09x14   4.4475  -0.8075   3.8250   4.3969   6.0000  11.4026   6.7870   5.2564   4.4475   4.2575   4.2280   4.2621   3.4557   3.2426   3.2226   3.2170   3.2116   3.1976   3.1790
10x14   4.5781  -0.8075   3.8238   4.4447   5.0000  11.5787   6.9184   5.3779   4.5781   4.3826   4.3514   4.3832   3.5749   3.3586   3.3376   3.3326   3.3266   3.3125   3.2945
11x14   4.7067  -0.8075   3.8139   4.4247   7.0000  12.0821   7.1483   5.5068   4.7067   4.4832   4.4363   4.4577   3.6324   3.3959   3.3729   3.3652   3.3596   3.3446   3.3252
12x14   4.8343  -0.8075   3.8076   4.4308   8.0000  12.4539   7.3389   5.6320   4.8343   4.5924   4.5351   4.5491   3.7136   3.4638   3.4386   3.4305   3.4235   3.4085   3.3883
13x14   4.9609  -0.8075   3.8039   4.4569   8.0000  12.7261   7.4982   5.7529   4.9609   4.7066   4.6434   4.6532   3.8110   3.5538   3.5277   3.5187   3.5117   3.4967   3.4757
14x14   5.0871  -0.8075   3.8052   4.5271   5.0000  12.8169   7.6048   5.8720   5.0871   4.8354   4.7737   4.7851   3.9447   3.6893   3.6645   3.6558   3.6488   3.6334   3.6134
15x14   5.2138  -0.8075   3.7943   4.4826  10.0000  13.3626   7.8141   5.9995   5.2138   4.9317   4.8531   4.8515   3.9919   3.7141   3.6847   3.6727   3.6651   3.6491   3.6274
16x14   5.3413  -0.8075   3.7944   4.5540   6.0000  13.5848   7.9951   6.1341   5.3413   5.0554   4.9770   4.9769   4.1185   3.8428   3.8134   3.8011   3.7941   3.7779   3.7579
17x14   5.4703  -0.8075   3.7845   4.5277  10.0000  14.2353   8.2691   6.2835   5.4703   5.1538   5.0609   5.0490   4.1754   3.8812   3.8472   3.8309   3.8239   3.8069   3.7859
18x14   5.6019  -0.8075   3.7846   4.5944   6.0000  14.3851   8.4008   6.4120   5.6019   5.2842   5.1916   5.1796   4.3069   4.0133   3.9793   3.9628   3.9558   3.9393   3.9183
19x14   5.7375  -0.8075   3.7790   4.6040   7.0000  14.7313   8.5578   6.5430   5.7375   5.4038   5.3020   5.2826   4.3997   4.0949   4.0573   4.0387   4.0307   4.0145   3.9925
20x14   5.8780  -0.8075   3.7710   4.6105   8.0000  15.4878   8.9027   6.7288   5.8780   5.5144   5.4012   5.3745   4.4795   4.1629   4.1211   4.0992   4.0912   4.0734   4.0524
21x14   6.0254  -0.8075   3.7672   4.6534   5.0000  15.9215   9.1266   6.8930   6.0254   5.6469   5.5278   5.4961   4.5959   4.2737   4.2292   4.2040   4.1968   4.1789   4.1579
22x14   6.1809  -0.8075   3.7598   4.6567   7.0000  16.4664   9.3519   7.0635   6.1809   5.7797   5.6476   5.6069   4.6934   4.3594   4.3090   4.2800   4.2706   4.2533   4.2313
23x14   6.3476  -0.8075   3.7516   4.6771   6.0000  17.3801   9.7589   7.2930   6.3476   5.9116   5.7685   5.7196   4.7942   4.4470   4.3935   4.3600   4.3511   4.3319   4.3109
24x14   6.5278  -0.8075   3.7421   4.6762   9.0000  18.2806  10.1539   7.5392   6.5278   6.0558   5.8972   5.8380   4.8950   4.5314   4.4713   4.4325   4.4242   4.4035   4.3828
25x14   6.7264  -0.8075   3.7355   4.7135   6.0000  18.8067  10.4202   7.7600   6.7264   6.2308   6.0597   5.9916   5.0381   4.6661   4.5999   4.5542   4.5428   4.5216   4.5020
26x14   6.9523  -0.8075   3.7224   4.7112   9.0000  20.1514  11.0432   8.1162   6.9523   6.4008   6.2110   6.1291   5.1504   4.7526   4.6797   4.6297   4.6227   4.5958   4.5768
27x14   7.2128  -0.8075   3.7120   4.7441   6.0000  21.0236  11.5753   8.4754   7.2128   6.6168   6.4085   6.3136   5.3142   4.8958   4.8153   4.7590   4.7540   4.7216   4.7037
28x14   7.5325  -0.8075   3.6990   4.7664   7.0000  22.0215  12.2531   8.9245   7.5325   6.8784   6.6464   6.5336   5.5067   5.0614   4.9710   4.9080   4.9043   4.8647   4.8479
29x14   7.9445  -0.8075   3.6855   4.8129   8.0000  22.9508  12.9300   9.4361   7.9445   7.2313   6.9706   6.8373   5.7881   5.3256   5.2218   5.1443   5.1331   5.0866   5.0714
30x14   8.5308  -0.8075   3.6653   4.8668   8.0000  24.3991  14.0955  10.2273   8.5308   7.7140   7.4103   7.2462   6.1564   5.6582   5.5376   5.4447   5.4278   5.3656   5.3506
31x14   9.4177  -0.8075   3.6325   4.9077  10.0000  27.6501  16.1105  11.4284   9.4177   8.4005   8.0151   7.7970   6.6404   6.0916   5.9438   5.8339   5.7928   5.7076   5.6768
32x14  10.9789  -0.8075   3.5989   5.0415   7.0000  33.8349  18.9748  13.2833  10.9789   9.7285   9.2493   8.9719   7.7537   7.1998   7.0314   6.9186   6.8102   6.7457   6.6674
01x15   2.7847  -0.7372   3.7379   3.2783  10.0000  14.6705   6.4497   3.8092   2.7847   2.3327   2.1708   2.1031   1.1402   0.7476   0.6952   0.6672   0.6576   0.6319   0.6082
02x15   3.4357  -0.7372   3.8802   4.3308   4.0000   8.8759   5.4772   4.3774   3.4357   3.4114   3.4758   3.5730   2.8584   2.7619   2.7469   2.7459   2.7419   2.7319   2.7169
03x15   3.7188  -0.7372   3.8366   4.1699   8.0000  10.2689   5.9946   4.5801   3.7188   3.5719   3.5647   3.6121   2.8250   2.6397   2.6197   2.6153   2.6097   2.5963   2.5777
04x15   3.9232  -0.7372   3.8300   4.2154   8.0000  10.7155   6.2663   4.7711   3.9232   3.7542   3.7354   3.7760   2.9779   2.7783   2.7583   2.7526   2.7473   2.7336   2.7153
05x15   4.0983  -0.7372   3.8345   4.3065   7.0000  10.7173   6.3547   4.9305   4.0983   3.9400   3.9268   3.9709   3.1800   2.9873   2.9675   2.9635   2.9583   2.9445   2.9255
06x15   4.2580  -0.7372   3.8339   4.3699   6.0000  10.9002   6.5044   5.0784   4.2580   4.0960   4.0804   4.1240   3.3314   3.1359   3.1165   3.1125   3.1075   3.0941   3.0747
07x15   4.4086  -0.7372   3.8288   4.3977   6.0000  11.1997   6.6808   5.2147   4.4086   4.2306   4.2064   4.2443   3.4425   3.2362   3.2162   3.2117   3.2067   3.1921   3.1727
08x15   4.5524  -0.7372   3.8156   4.3710   8.0000  11.8542   6.9858   5.3611   4.5524   4.3359   4.2926   4.3157   3.4935   3.2609   3.2385   3.2315   3.2253   3.2103   3.1913
09x15   4.6919  -0.7372   3.8138   4.4072   8.0000  12.0128   7.0909   5.4839   4.6919   4.4699   4.4219   4.4423   3.6153   3.3775   3.3545   3.3471   3.3411   3.3251   3.3051
10x15   4.8279  -0.7372   3.8144   4.4726   6.0000  12.1339   7.2101   5.6102   4.8279   4.6056   4.5578   4.5791   3.7530   3.5157   3.4922   3.4852   3.4792   3.4642   3.4435
11x15   4.9609  -0.7372   3.8096   4.4952   6.0000  12.4497   7.3858   5.7382   4.9609   4.7246   4.6694   4.6849   3.8510   3.6028   3.5788   3.5711   3.5643   3.5493   3.5283
12x15   5.0920  -0.7372   3.8067   4.5326   5.0000  12.7020   7.5436   5.8645   5.0920   4.8461   4.7857   4.7977   3.9593   3.7054   3.6809   3.6719   3.6659   3.6499   3.6289
13x15   5.2219  -0.7372   3.8033   4.5665   4.0000  12.9728   7.7062   5.9903   5.2219   4.9655   4.8996   4.9077   4.0635   3.8033   3.7769   3.7676   3.7606   3.7456   3.7243
14x15   5.3512  -0.7372   3.7982   4.5845   4.0000  13.3335   7.8958   6.1216   5.3512   5.0794   5.0050   5.0077   4.1553   3.8839   3.8568   3.8457   3.8387   3.8227   3.8017
15x15   5.4806  -0.7372   3.7855   4.5328  10.0000  14.1015   8.2032   6.2766   5.4806   5.1697   5.0773   5.0653   4.1924   3.8989   3.8644   3.8494   3.8414   3.8249   3.8029
16x15   5.6113  -0.7372   3.7842   4.5864   7.0000  14.3267   8.3566   6.4075   5.6113   5.2945   5.2002   5.1864   4.3117   4.0161   3.9812   3.9648   3.9573   3.9408   3.9193
17x15   5.7444  -0.7372   3.7777   4.5954   8.0000  14.8077   8.5834   6.5533   5.7444   5.4074   5.3030   5.2821   4.3968   4.0903   4.0517   4.0333   4.0252   4.0082   3.9862
18x15   5.8807  -0.7372   3.7738   4.6315   6.0000  15.1897   8.7858   6.7006   5.8807   5.5300   5.4194   5.3942   4.5033   4.1910   4.1498   4.1285   4.1207   4.1037   4.0817
19x15   6.0219  -0.7372   3.7685   4.6560   5.0000  15.7013   9.0278   6.8646   6.0219   5.6520   5.5334   5.5023   4.6026   4.2820   4.2374   4.2127   4.2045   4.1875   4.1657
20x15   6.1687  -0.7372   3.7625   4.6783   4.0000  16.2738   9.2900   7.0387   6.1687   5.7766   5.6490   5.6109   4.7025   4.3726   4.3242   4.2958   4.2868   4.2698   4.2480
21x15   6.3232  -0.7372   3.7546   4.6957   3.0000  17.1453   9.6767   7.2532   6.3232   5.8983   5.7601   5.7144   4.7936   4.4522   4.3998   4.3677   4.3587   4.3407   4.3197
22x15   6.4871  -0.7372   3.7451   4.6761   9.0000  17.8363   9.9584   7.4504   6.4871   6.0309   5.8761   5.8184   4.8810   4.5237   4.4641   4.4250   4.4145   4.3959   4.3745
23x15   6.6634  -0.7372   3.7367   4.6987   7.0000  18.8259  10.4154   7.7152   6.6634   6.1688   6.0017   5.9365   4.9843   4.6119   4.5482   4.5060   4.4980   4.4755   4.4552
24x15   6.8566  -0.7372   3.7294   4.7239   6.0000  19.3926  10.6890   7.9346   6.8566   6.3368   6.1561   6.0810   5.1174   4.7357   4.6653   4.6158   4.6038   4.5810   4.5620
25x15   7.0716  -0.7372   3.7194   4.7358   7.0000  20.2745  11.1491   8.2339   7.0716   6.5105   6.3131   6.2257   5.2435   4.8443   4.7669   4.7102   4.7000   4.6731   4.6546
26x15   7.3161  -0.7372   3.7097   4.7607   6.0000  21.0772  11.6468   8.5702   7.3161   6.7124   6.4972   6.3976   5.3964   4.9796   4.8941   4.8321   4.8214   4.7896   4.7724
27x15   7.6078  -0.7372   3.6975   4.7796   8.0000  22.0511  12.2566   8.9771   7.6078   6.9517   6.7146   6.5988   5.5740   5.1341   5.0394   4.9704   4.9603   4.9220   4.9057
28x15   7.9653  -0.7372   3.6851   4.8238   4.0000  22.9853  12.9626   9.4610   7.9653   7.2487   6.9872   6.8537   5.8042   5.3411   5.2375   5.1585   5.1474   5.1002   5.0854
29x15   8.4352  -0.7372   3.6687   4.8656   4.0000  24.1631  13.9049  10.1002   8.4352   7.6368   7.3411   7.1824   6.0992   5.6064   5.4892   5.3985   5.3837   5.3237   5.3095
30x15   9.0685  -0.7372   3.6473   4.9094   6.0000  25.7858  15.1563  10.9374   9.0685   8.1506   7.8029   7.6105   6.4857   5.9615   5.8249   5.7170   5.6880   5.6112   5.5913
31x15   9.9560  -0.7372   3.6246   4.9883   3.0000  28.5524  16.7320  12.0135   9.9560   8.8940   8.4870   8.2544   7.0887   6.5473   6.3890   6.2635   6.2066   6.1169   6.0806
32x15  11.3778  -0.7372   3.5987   5.1119   5.0000  33.7474  19.1913  13.6894  11.3778  10.1302   9.6508   9.3739   8.1549   7.6055   7.4399   7.3129   7.2069   7.1355   7.0603
01x16   3.0545  -0.6837   3.7523   3.4957   8.0000  13.8374   6.4583   4.0218   3.0545   2.6506   2.5129   2.4639   1.5300   1.1691   1.1249   1.1026   1.0920   1.0694   1.0464
02x16   3.5772  -0.6837   3.8371   4.1208   8.0000  10.1091   5.8613   4.4486   3.5772   3.4338   3.4282   3.4762   2.6902   2.5072   2.4872   2.4822   2.4767   2.4632   2.4447
03x16   3.8471  -0.6837   3.7978   3.9782  13.0000  11.7174   6.4544   4.6852   3.8471   3.5883   3.5195   3.5228   2.6679   2.4007   2.3725   2.3614   2.3543   2.3373   2.3161
04x16   4.0526  -0.6837   3.8259   4.2286   9.0000  10.9125   6.3764   4.8812   4.0526   3.8719   3.8456   3.8798   3.0741   2.8641   2.8431   2.8375   2.8321   2.8175   2.7981
05x16   4.2338  -0.6837   3.8278   4.3259   7.0000  11.0961   6.5675   5.0591   4.2338   4.0541   4.0307   4.0683   3.2664   3.0606   3.0396   3.0351   3.0296   3.0161   2.9971
06x16   4.3999  -0.6837   3.8291   4.3962   6.0000  11.1824   6.6706   5.2069   4.3999   4.2230   4.1992   4.2374   3.4362   3.2305   3.2105   3.2060   3.2010   3.1866   3.1670
07x16   4.5555  -0.6837   3.8208   4.4014   7.0000  11.6130   6.8894   5.3511   4.5555   4.3540   4.3170   4.3458   3.5308   3.3068   3.2852   3.2792   3.2736   3.2592   3.2396
08x16   4.7048  -0.6837   3.8240   4.4934   4.0000  11.6567   6.9927   5.4881   4.7048   4.5097   4.4771   4.5089   3.6993   3.4807   3.4605   3.4550   3.4500   3.4350   3.4157
09x16   4.8483  -0.6837   3.8048   4.4048  10.0000  12.5044   7.3323   5.6359   4.8483   4.6002   4.5385   4.5485   3.7068   3.4499   3.4247   3.4154   3.4084   3.3932   3.3714
10x16   4.9879  -0.6837   3.8107   4.5167   5.0000  12.4403   7.4001   5.7627   4.9879   4.7537   4.6994   4.7164   3.8840   3.6389   3.6152   3.6074   3.6014   3.5855   3.5647
11x16   5.1240  -0.6837   3.8004   4.4932   8.0000  12.9695   7.6419   5.9002   5.1240   4.8615   4.7913   4.7965   3.9474   3.6800   3.6537   3.6435   3.6365   3.6205   3.5995
12x16   5.2580  -0.6837   3.7989   4.5443   6.0000  13.1967   7.7950   6.0320   5.2580   4.9890   4.9165   4.9200   4.0685   3.7990   3.7716   3.7609   3.7539   3.7382   3.7162
13x16   5.3905  -0.6837   3.7913   4.5500   7.0000  13.7966   8.0899   6.1896   5.3905   5.0954   5.0132   5.0088   4.1459   3.8639   3.8333   3.8204   3.8134   3.7964   3.7764
14x16   5.5225  -0.6837   3.7865   4.5713   7.0000  14.1945   8.2922   6.3297   5.5225   5.2111   5.1209   5.1114   4.2412   3.9512   3.9182   3.9025   3.8955   3.8787   3.8577
15x16   5.6552  -0.6837   3.7813   4.5823   8.0000  14.5191   8.4405   6.4565   5.6552   5.3297   5.2306   5.2137   4.3340   4.0336   3.9972   3.9799   3.9723   3.9553   3.9333
16x16   5.7893  -0.6837   3.7750   4.5928   9.0000  15.0025   8.6703   6.6052   5.7893   5.4439   5.3352   5.3112   4.4220   4.1107   4.0709   4.0507   4.0427   4.0257   4.0037
17x16   5.9266  -0.6837   3.7694   4.6116   9.0000  15.5233   8.9109   6.7656   5.9266   5.5613   5.4446   5.4143   4.5158   4.1954   4.1522   4.1291   4.1203   4.1033   4.0813
18x16   6.0677  -0.6837   3.7657   4.6525   6.0000  15.9427   9.1261   6.9231   6.0677   5.6875   5.5642   5.5302   4.6260   4.3010   4.2544   4.2284   4.2198   4.2028   4.1808
19x16   6.2134  -0.6837   3.7584   4.6602   7.0000  16.6024   9.4126   7.1027   6.2134   5.8069   5.6726   5.6302   4.7145   4.3782   4.3268   4.2969   4.2874   4.2699   4.2479
20x16   6.3661  -0.6837   3.7515   4.6760   7.0000  17.2477   9.7023   7.2905   6.3661   5.9343   5.7895   5.7394   4.8126   4.4657   4.4098   4.3755   4.3653   4.3471   4.3253
21x16   6.5267  -0.6837   3.7429   4.6739  10.0000  18.0488  10.0498   7.5068   6.5267   6.0615   5.9031   5.8423   4.9017   4.5403   4.4790   4.4386   4.4278   4.4089   4.3878
22x16   6.6974  -0.6837   3.7380   4.7269   3.0000  18.5932  10.3364   7.7145   6.6974   6.2118   6.0447   5.9794   5.0304   4.6623   4.5978   4.5532   4.5422   4.5223   4.5013
23x16   6.8836  -0.6837   3.7287   4.7308   5.0000  19.4553  10.7377   7.9703   6.8836   6.3604   6.1783   6.1022   5.1368   4.7535   4.6818   4.6322   4.6205   4.5974   4.5777
24x16   7.0873  -0.6837   3.7183   4.7325   8.0000  20.3583  11.1901   8.2579   7.0873   6.5217   6.3230   6.2345   5.2498   4.8491   4.7698   4.7136   4.7026   4.6754   4.6574
25x16   7.3154  -0.6837   3.7095   4.7569   7.0000  21.0870  11.6519   8.5714   7.3154   6.7109   6.4958   6.3953   5.3939   4.9765   4.8913   4.8287   4.8187   4.7864   4.7694
26x16   7.5805  -0.6837   3.6970   4.7704   7.0000  22.1710  12.3539   8.9916   7.5805   6.9178   6.6824   6.5669   5.5359   5.0866   4.9949   4.9309   4.9273   4.8866   4.8700
27x16   7.8938  -0.6837   3.6848   4.7970   7.0000  23.0805  13.0061   9.4267   7.8938   7.1751   6.9171   6.7846   5.7279   5.2530   5.1529   5.0818   5.0788   5.0307   5.0150
28x16   8.2837  -0.6837   3.6710   4.8294   8.0000  24.0720  13.8037   9.9551   8.2837   7.4932   7.2048   7.0509   5.9663   5.4645   5.3532   5.2730   5.2652   5.2075   5.1915
29x16   8.7862  -0.6837   3.6565   4.8857   8.0000  25.0206  14.6051  10.5687   8.7862   7.9204   7.5960   7.4180   6.3112   5.7993   5.6706   5.5704   5.5486   5.4787   5.4625
30x16   9.4260  -0.6837   3.6370   4.9388   5.0000  26.9619  15.8234  11.3809   9.4260   8.4436   8.0692   7.8580   6.7151   6.1828   6.0351   5.9196   5.8784   5.7944   5.7685
31x16  10.2874  -0.6837   3.6110   4.9770  10.0000  31.4427  17.7789  12.4671  10.2874   9.1246   8.6804   8.4250   7.2309   6.6773   6.5142   6.4019   6.3194   6.2457   6.1853
